Style Number,Style Sketch/Image Link,Line?,Pattern Number,Sleeve Pattern Number,Style Type,Style Primary Color,Fabric Type,Style Name,Style Description,Fabric 1 Name,Fabric 1 Status,Fabric 1 Quantity (in meter),Fabric 1 Rate (Rs per meter),Fabric 2 Name,Fabric 2 Status,Fabric 2 Quantity (in meter),Fabric 2 Rate (Rs per meter),Fabric 3 Name,Fabric 3 Status,Fabric 3 Quantity (in meter),Fabric 3 Rate (Rs per meter),Accessory 1 Type,Accessory 1 Status,Accessory 1 Quantity,Accessory 1 Rate,Accessory 2 Type,Accessory 2 Status,Accessory 2 Quantity,Accessory 2 Rate,Accessory 3 Type,Accessory 3 Status,Accessory 3 Quantity,Accessory 3 Rate,Dyeing Cost,Labor (hours),Prints,Occasion,Neck Style,Main Trend,Fitting Type,Collar Type,Sleeve Type,Style Secondary Color,Primary Color Shade,Sleeve Length,Season,Hemline,Transparency,Lining,Wash Care,Closure,Bust (Inches) - XS,Chest (inches) - XS,Front Length (inches) - XS,Hips (inches),Waist (inches) - XS,Across Shoulder (inches) - XS,Sleeve Length (inches) - XS,Organic/Sustainable?,Dress Type,Shirt Type,Email Address,Fabric 1 Number,Fabric 2 Number,Fabric 3 Number,Accessory 1 Number,Accessory 2 Number,Accessory 3 Number,Dress Length,Fabric Cost,Accessory Cost,Labor Cost,Dyeing Cost,Packing Cost,Total Cost (USD),Discount (%),Discount Rupees,Target SP (INR),1st Discounted Price,1st Discount (Rs),2nd Discounted Price,2nd Discount (Rs),Clearance Price,Clerance Discount (Rs),Outlet Price,Total Cost (INR),MRP,Style Status,MSRP (USD),Discount %,Premium Style?,Exact Inventory,Inactive,Checked,Photo
24025,https://drive.google.com/open?id=1iqy-OQo-nX56Vuy_AvphTLWA7ToMbRLU,Qurvii Desi,741,,Pant,Yellow,Crepe,Yellow solid silk crepe pants ,Yellow Crepe Regular Fit Pant with Straight Hemline and With Lining,Vamika  Crepe ,In store and available,2.5,100,,,,,,,,,Elastic,In store and available,1,10,,,,,,,,,,3,Solid,"Evening, Party, Festival",Not Applicable,New Basics,Regular Fit,Not Applicable,Not Applicable,Yellow,Dark,,Fall,Straight,Opaque,With,Dry Clean Only,Not Applicable,,,41,38,28,,,No,,,,0,,,,,,,?250.00,?10.00,?150.00,,?45.00,5.06,100.00%,,,"2,299.00","1,296.00","1,399.00","2,196.00",899,"2,696.00",699,?455.00,"3,595.00",,41,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1iqy-OQo-nX56Vuy_AvphTLWA7ToMbRLU
24024,https://drive.google.com/open?id=1J0bqm2UFPeO69-wmieDm3hD4xNlQVuMm,Qurvii Desi,106-D,,Kaftan,Pista Green,Silk,Pista Green V-Neck silk kaftan with brocade yoke,Pista Green Silk Regular Fit Kaftan with Asymmetric Hemline,Roman Silk ,In store and available,3,80,Brocade,In store and available,0.5,600,,,,,Fusing,In store and available,0.25,10,,,,,,,,,,3,Solid,Festival,V Neck,"Lace, Frills, Bows and Ruffles, New Basics",Regular Fit,Collarless,Not Applicable,Mint Green,Dark,,Fall,Asymmetric,Opaque,Without,Dry Clean Only,Not Applicable,36,35,47,38,28,14,,No,Kaftan,,,0,0,,0,,,,?540.00,?2.50,?150.00,,?45.00,8.19,100.00%,,,"3,699.00","2,196.00","2,199.00","3,696.00","1,499.00","4,396.00","1,099.00",?737.50,"5,895.00",,66,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1J0bqm2UFPeO69-wmieDm3hD4xNlQVuMm
24023,https://drive.google.com/open?id=1hFMnLTUV0v2UF23jlcRWt4rkIxVcvpVD,Qurvii Desi,108 (D),,Dress,Lime Green,Silk,Lime green & turquoise colorblock silk Kimono oversize dress,Lime Green Silk Loose Fit Dress with Curved Hemline,Silk,In store and available,3,90,,,,,,,,,Fusing,In store and available,0.25,10,,,,,,,,,,3,Solid,"Evening, Party, Festival",V Neck,"Color Blocked, Lace, Frills, Bows and Ruffles, New Basics",Loose Fit,Collarless,Not Applicable,Green,Dark,,Fall,Curved,Opaque,Without,Dry Clean Only,Not Applicable,36,35,46,38,28,14,,No,,,,0,,,0,,,,?270.00,?2.50,?150.00,,?45.00,5.19,100.00%,,,"2,299.00","1,396.00","1,399.00","2,296.00",899,"2,796.00",699,?467.50,"3,695.00",,42,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1hFMnLTUV0v2UF23jlcRWt4rkIxVcvpVD
24022,https://drive.google.com/open?id=1vG0nTExOSJItpJ7F7vPBTVJBP3-nnOD3,Qurvii Desi,108 (D),,Dress,Green,Silk, Turquoise Green & Lime colorblock silk Kimono oversize dress,Green Silk Loose Fit Dress with Curved Hemline,Silk,In store and available,3,90,,,,,,,,,Fusing,In store and available,0.25,10,,,,,,,,,,3,Solid,"Evening, Party, Festival",V Neck,"Color Blocked, Lace, Frills, Bows and Ruffles, New Basics",Loose Fit,Collarless,Not Applicable,Neon Green,Dark,,Fall,Curved,Opaque,Without,Dry Clean Only,Not Applicable,36,35,46,38,28,14,,No,,,,0,,,0,,,,?270.00,?2.50,?150.00,,?45.00,5.19,100.00%,,,"2,299.00","1,396.00","1,399.00","2,296.00",899,"2,796.00",699,?467.50,"3,695.00",,42,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1vG0nTExOSJItpJ7F7vPBTVJBP3-nnOD3
24021,https://drive.google.com/open?id=1F6tJJM0yBMEx0GW_5iSbHffagXkkjivn,Qurvii Desi,108 (D),,Dress,Green,Silk, Green & Royal Blue colorblock silk Kimono oversize dress,Green Silk Loose Fit Dress with Curved Hemline,Silk,In store and available,3,90,,,,,,,,,Fusing,In store and available,0.25,10,,,,,,,,,,3,Solid,"Evening, Party, Festival",V Neck,"Color Blocked, Lace, Frills, Bows and Ruffles, New Basics",Loose Fit,Collarless,Not Applicable,Royal Blue,Bright,,Fall,Curved,Opaque,Without,Dry Clean Only,Not Applicable,36,35,46,38,28,14,,No,,,,0,,,0,,,,?270.00,?2.50,?150.00,,?45.00,5.19,100.00%,,,"2,299.00","1,396.00","1,399.00","2,296.00",899,"2,796.00",699,?467.50,"3,695.00",,42,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1F6tJJM0yBMEx0GW_5iSbHffagXkkjivn
24020,https://drive.google.com/open?id=1qCm5TqlQ6AkfrXmDDsDCXve0M8Jbs_gL,Qurvii Desi,108(D),,Dress,Royal Blue,Silk,Royal Blue & Green colorblock silk Kimono oversize dress,Royal Blue Silk Loose Fit Dress with Curved Hemline,Silk ,In store and available,3,90,,,,,,,,,Fusing,In store and available,0.25,15,,,,,,,,,,3,Solid,"Evening, Party, Festival",V Neck,"Color Blocked, New Basics",Loose Fit,Collarless,Not Applicable,Green,Dark,,Fall,Curved,Opaque,Without,Dry Clean Only,Not Applicable,36,35,46,38,38,14,,No,Kaftan,,,0,,,0,,,,?270.00,?3.75,?150.00,,?45.00,5.21,100.00%,,,"2,299.00","1,496.00","1,399.00","2,396.00",899,"2,896.00",699,?468.75,"3,795.00",,42,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1qCm5TqlQ6AkfrXmDDsDCXve0M8Jbs_gL
24019,https://drive.google.com/open?id=1FI5YC-ZxKiN6_OIquXf2KV-C3aqNKROs,Qurvii Desi,107-D,,Dress,Black,Silk,Black silk A-line party dress,Black Silk Regular Fit Dress with Curved Hemline and With Lining,Burfi silk,In store and available,3.5,90,Lining,In store and available,2,60,,,,,Lace,In store and available,0.5,50,,,,,,,,,,3,Solid,"Evening, Party, Festival",V Neck,"New Basics, Bling & Sparkly",Regular Fit,Collarless,Regular,Black,Dark,Three Quarter,Fall,Curved,Opaque,With,Dry Clean Only,Not Applicable,36,35,40,38,28,14,18,No,A-Line,,,0,0,,0,,,,?435.00,?25.00,?150.00,,?45.00,7.28,100.00%,,,"3,299.00","1,896.00","1,999.00","3,196.00","1,299.00","3,896.00",999,?655.00,"5,195.00",,59,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1FI5YC-ZxKiN6_OIquXf2KV-C3aqNKROs
24018,https://drive.google.com/open?id=1gQldH060Lvp_ve5STIYjnH-P6EZ6lGSM,Qurvii Desi,107-D,,Dress,Orange,Silk,Orange silk A-line party dress,Orange Silk Regular Fit Dress with Curved Hemline and With Lining,Burfi Silk ,In store and available,3.5,90,Lining,In store and available,2,60,,,,,,,,,,,,,,,,,,3,Solid,"Evening, Party, Festival",V Neck,"New Basics, Bling & Sparkly",Regular Fit,Collarless,Regular,Orange,Dark,Three Quarter,Fall,Curved,Opaque,With,Dry Clean Only,Not Applicable,36,35,40,38,28,14,18,No,A-Line,,,0,0,,,,,,?435.00,?0.00,?150.00,,?45.00,7,100.00%,,,"3,199.00","1,796.00","1,899.00","3,096.00","1,299.00","3,696.00",899,?630.00,"4,995.00",,56,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1gQldH060Lvp_ve5STIYjnH-P6EZ6lGSM
24017,https://drive.google.com/open?id=1RXIMRDEmC2KsJf0cgDpxwa0G4SACsp9L,Qurvii Desi,10142,,Shrug,Navy,Crepe,Navy brocade french crepe Festive shrug.,Navy Crepe Regular Fit Shrug with Straight Hemline,Navy french crepe ,In store and available,2.75,55,Brocade,In store and available,0.5,250,,,,,Fusing,In store and available,0.25,10,,,,,,,,,,3,"Solid, Stripe","Evening, Party, Festival",Shawl,"Bohemian, New Basics",Regular Fit,Collarless,Cuff Sleeve,Navy,Dark,Full,Fall,Straight,Opaque,Without,Dry Clean Only,Not Applicable,36,35,35,38,28,14,21,No,,,,0,0,,0,,,,?276.25,?2.50,?150.00,,?45.00,5.26,100.00%,,,"2,399.00","1,396.00","1,399.00","2,396.00",899,"2,896.00",699,?473.75,"3,795.00",,43,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1RXIMRDEmC2KsJf0cgDpxwa0G4SACsp9L
24016,https://drive.google.com/open?id=1feEeX5RQN2r3RB8ZhkBnivD068LTwk1h,Qurvii Desi,692,,Kaftan,Lime Green,Silk,Lime green silk kaftan ,Lime Green Silk Regular Fit Kaftan with Asymmetric Hemline,Silk,In store and available,3,150,Silk,In store and available,1,150,,,,,,,,,,,,,,,,,,3,Solid,"Evening, Party, Festival",V Neck,"Lace, Frills, Bows and Ruffles, New Basics, Bling & Sparkly",Regular Fit,Collarless,Not Applicable,Royal Blue,Dark,,Fall,Asymmetric,Opaque,Without,Dry Clean Only,Not Applicable,36,35,47,38,28,14,,No,Kaftan,,,0,0,,,,,,?600.00,?0.00,?150.00,,?45.00,8.83,100.00%,,,"3,999.00","2,396.00","2,399.00","3,996.00","1,599.00","4,796.00","1,199.00",?795.00,"6,395.00",,71,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1feEeX5RQN2r3RB8ZhkBnivD068LTwk1h
24015,https://drive.google.com/open?id=13Y5i10hfDOkZkLczDLpjNQF2RaJAgdRo,Qurvii Desi,603,,Dress,Burgundy,Silk,Burgundy Silk with Brocade yoke Party Dress,Burgundy Silk Regular Fit Dress with Curved Hemline and With Lining,Vichitra silk ,In store and available,4,80,Brocade ,In store and available,0.5,300,Lining ,In store and available,2.5,60,Zips,In store and available,1,10,Fusing,In store and available,1,10,,,,,,3,Solid,"Evening, Party, Festival",V Neck,"Lace, Frills, Bows and Ruffles, Bling & Sparkly",Regular Fit,Collarless,Regular,Burgundy,Dark,Three Quarter,Fall,Curved,Opaque,With,Machine Wash,Concealed Zip,36,35,50,38,28,14,20,No,Fit & Flare,,,0,0,0,0,,,,?620.00,?20.00,?150.00,,?45.00,9.28,100.00%,,,"4,199.00","2,496.00","2,499.00","4,196.00","1,699.00","4,996.00","1,299.00",?835.00,"6,695.00",,75,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=13Y5i10hfDOkZkLczDLpjNQF2RaJAgdRo
24014,https://drive.google.com/open?id=1jXPKU1uohaa6TK4zqjVXc8-hLuhhIfiT,Qurvii Desi,733,,Dress,Navy,Georgette,Navy georgette & brocade embelished party dress,Navy Georgette Regular Fit Dress with Curved Hemline and With Lining,Georgette ,In store and available,3.75,40,Lining,In store and available,2,60,Brocade ,In store and available,0.5,250,Fusing,In store and available,1,10,,In store and available,,,,,,,,3,Solid,"Evening, Party, Festival, Night",Square Neck,"Lace, Frills, Bows and Ruffles, New Basics",Regular Fit,Collarless,Balloon Sleeve,Gold,Dark,Full,Fall,Curved,Opaque,With,Dry Clean Only,Not Applicable,36,35,40,38,28,14,24,No,A-Line,,,0,0,0,0,,,,?395.00,?10.00,?150.00,,?45.00,6.67,100.00%,,,"2,999.00","1,796.00","1,799.00","2,996.00","1,199.00","3,596.00",899,?600.00,"4,795.00",,54,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1jXPKU1uohaa6TK4zqjVXc8-hLuhhIfiT
24013,https://drive.google.com/open?id=1nGFsH70S9jUniRTu9O83xlBK1YcPjDrx,Qurvii Desi,10139,,Dress,Yellow,Silk,Yellow silk embelished festive party dress,Yellow Silk Regular Fit Dress with Curved Hemline and With Lining,Vamika crepe,In store and available,3.5,100,Lining ,In store and available,2.25,60,,,,,Lace,In store and available,1,200,,,,,,,,,,3,Solid,"Evening, Party, Festival",V Neck,"Lace, Frills, Bows and Ruffles, New Basics, Bling & Sparkly",Regular Fit,Collarless,Bell Sleeve,Yellow,Dark,Three Quarter,Fall,Curved,Opaque,With,Dry Clean Only,Not Applicable,36,35,36,38,28,14,19,No,A-Line,,,0,0,,0,,,,?485.00,?200.00,?150.00,,?45.00,9.78,100.00%,,,"4,399.00","2,596.00","2,599.00","4,396.00","1,799.00","5,196.00","1,299.00",?880.00,"6,995.00",,79,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1nGFsH70S9jUniRTu9O83xlBK1YcPjDrx
24012,https://drive.google.com/open?id=1SXl-7Hajz47mos0e6m9d1a66nDMbX2cu,Qurvii Desi,692,,Kaftan,Yellow,Silk,Yellow silk V-neck long kaftan with contrast red border,Yellow Silk Regular Fit Kaftan with Asymmetric Hemline,silk,In store and available,3,100,Silk ,In store and available,1,100,,,,,,,,,,,,,,,,,,3,Solid,"Evening, Party, Festival, Night",V Neck,New Basics,Regular Fit,Collarless,Not Applicable,Red,Dark,,Fall,Asymmetric,Opaque,Without,Dry Clean Only,Not Applicable,36,35,44,38,28,14,,No,Fit & Flare,,,0,0,,,,,,?400.00,?0.00,?150.00,,?45.00,6.61,100.00%,,,"2,999.00","1,796.00","1,799.00","2,996.00","1,199.00","3,596.00",899,?595.00,"4,795.00",,53,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1SXl-7Hajz47mos0e6m9d1a66nDMbX2cu
24011,https://drive.google.com/open?id=1gJtIMr5TKmLOc4uKx3Lm7jn321O_zc0L,Qurvii Desi,692,,Kaftan,Teal,Silk,Teal silk V-neck long kaftan with contrast green border,Teal Silk Regular Fit Kaftan with Asymmetric Hemline,Silk,In store and available,3,100,Silk ,In store and available,1,100,,,,,,,,,,,,,,,,,,3,Solid,"Evening, Party, Festival, Night",V Neck,"Lace, Frills, Bows and Ruffles, New Basics",Regular Fit,Collarless,Not Applicable,Blue,Dark,,Fall,Asymmetric,Opaque,Without,Dry Clean Only,Not Applicable,36,35,44,38,28,14,,No,Kaftan,,,0,0,,,,,,?400.00,?0.00,?150.00,,?45.00,6.61,100.00%,,,"2,999.00","1,796.00","1,799.00","2,996.00","1,199.00","3,596.00",899,?595.00,"4,795.00",,53,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1gJtIMr5TKmLOc4uKx3Lm7jn321O_zc0L
24010,https://drive.google.com/open?id=1OoB7SHWTGzeAG62tHWigG6-uwZ7QoM5G,Qurvii Desi,741,,Trouser,Green,Silk,Green Silk Trousers with Elastic waistband,Green Silk Regular Fit Trouser with Straight Hemline and With Lining,Vamika Crepe ,In store and available,2.5,100,Lining ,In store and available,1,60,,,,,Lace,In store and available,1,10,,,,,,,,,,3,Solid,"Evening, Party, Smart Casual",Not Applicable,New Basics,Regular Fit,Not Applicable,Not Applicable,Green,Dark,,Fall,Straight,Semi Sheer,With,Machine Wash,Not Applicable,,,40,38,28,,,No,,,,0,,,0,,,,?310.00,?10.00,?150.00,,?45.00,5.72,100.00%,,,"2,599.00","1,496.00","1,499.00","2,596.00",999,"3,096.00",799,?515.00,"4,095.00",,46,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1OoB7SHWTGzeAG62tHWigG6-uwZ7QoM5G
24009,https://drive.google.com/open?id=1Rbr0mKMHb-kYd_MF6fYOyz8W-6MQT84t,Qurvii Desi,518,,Shirt,Green,Silk,Green crepe silk embelished festive shirt,Green Silk Regular Fit Shirt with Curved Hemline,Vamika Crepe ,In store and available,3,100,,,,,,,,,Fusing,In store and available,0.25,10,Lace,In store and available,0.25,180,Other,,,,,3,Solid,"Evening, Party, Smart Casual",Mandarin Collar,New Basics,Regular Fit,Mandarin Collar,Regular,Green,Dark,Full,Fall,Curved,Opaque,Without,Dry Clean Only,Not Applicable,36,35,29,38,28,14,20,No,Shirt,,,0,,,0,0,,,?300.00,?47.50,?150.00,,?45.00,6.03,100.00%,,,"2,699.00","1,596.00","1,599.00","2,696.00","1,099.00","3,196.00",799,?542.50,"4,295.00",,49,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1Rbr0mKMHb-kYd_MF6fYOyz8W-6MQT84t
24008,https://drive.google.com/open?id=1RPNbZHQr2LeHd2iSp81CXsYwnrCUDzgi,Qurvii Desi,741,,Trouser,Red,Silk,Red Silk Trousers with Elastic waistband,Red Silk Regular Fit Trouser with Straight Hemline and With Lining,Vamika Crepe ,In store and available,2.5,100,Lining ,In store and available,1,60,,,,,Elastic,In store and available,1,10,,,,,,,,,,3,Solid,"Evening, Casual, Smart Casual",Not Applicable,New Basics,Regular Fit,Not Applicable,Not Applicable,Red,Dark,,Fall,Straight,Semi Sheer,With,Machine Wash,Not Applicable,,,40,38,28,,,No,,,,0,,,0,,,,?310.00,?10.00,?150.00,,?45.00,5.72,100.00%,,,"2,599.00","1,496.00","1,499.00","2,596.00",999,"3,096.00",799,?515.00,"4,095.00",,46,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1RPNbZHQr2LeHd2iSp81CXsYwnrCUDzgi
24007,https://drive.google.com/open?id=1g3OLiPMDEI77EuW2Np3CymWwhMKV00bp,Qurvii Desi,518,,Shirt,Red,Silk, Red crepe silk embelished festive shirt,Red Silk Regular Fit Shirt with Curved Hemline,Vamika Crepe,In store and available,3,100,,,,,,,,,Fusing,In store and available,0.25,10,Lace,In store and available,0.25,180,,,,,,3,Solid,"Evening, Party, Festival, Smart Casual",Mandarin Collar,New Basics,Regular Fit,Mandarin Collar,Regular,Red,Dark,Full,Fall,Curved,Opaque,Without,Dry Clean Only,Not Applicable,36,35,29,38,28,14,20,No,Shirt,,,0,,,0,0,,,?300.00,?47.50,?150.00,,?45.00,6.03,100.00%,,,"2,699.00","1,596.00","1,599.00","2,696.00","1,099.00","3,196.00",799,?542.50,"4,295.00",,49,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1g3OLiPMDEI77EuW2Np3CymWwhMKV00bp
24006,https://drive.google.com/open?id=1mR-nXZPtkRfa9A8S0hiQ4CZRTJeQSIC-,Qurvii Desi,692,,Kaftan,Black,Silk,Black Silk V-Neck brocade kaftan ,Black Silk Relaxed Fit Kaftan with Asymmetric Hemline,Burfi silk ,In store and available,2.75,150,Brocade,In store and available,0.5,600,Vamika crepe,In store and available,0.1,60,Fusing,In store and available,0.35,15,,,,,,,,,,3,Solid,Festival,V Neck,"Lace, Frills, Bows and Ruffles, New Basics",Relaxed Fit,Collarless,Not Applicable,Gold,Dark,,Fall,Asymmetric,Opaque,Without,Dry Clean Only,Not Applicable,36,35,40,38,28,14,,No,Kaftan,,,0,0,0,0,,,,?718.50,?5.25,?150.00,,?45.00,10.21,100.00%,,,"4,599.00","2,796.00","2,799.00","4,596.00","1,799.00","5,596.00","1,399.00",?918.75,"7,395.00",,82,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1mR-nXZPtkRfa9A8S0hiQ4CZRTJeQSIC-
24005,https://drive.google.com/open?id=1_cHuPpceMDW1qNEg4DjsTcVQk77kXFe3,Qurvii Desi,102-D,,Shrug,Red,Silk, Red Crepe Silk  Brocade Collar Shrug,Red Silk Relaxed Fit Shrug with Straight Hemline,Vamika crepe ,In store and available,3,100,Brocade,In store and available,0.5,700,,,,,Fusing,In store and available,0.25,10,,,,,,,,,,3,"Solid, Floral",Festival,Not Applicable,"Lace, Frills, Bows and Ruffles, New Basics",Relaxed Fit,Not Applicable,Regular,Black,Dark,Full,Fall,Straight,Opaque,Without,Dry Clean Only,Not Applicable,36,35,40,38,28,14,20,No,,,,0,0,,0,,,,?650.00,?2.50,?150.00,,?45.00,9.42,100.00%,,,"4,199.00","2,596.00","2,499.00","4,296.00","1,699.00","5,096.00","1,299.00",?847.50,"6,795.00",,76,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1_cHuPpceMDW1qNEg4DjsTcVQk77kXFe3
24004,https://drive.google.com/open?id=1fi0KZJpSx1qBswjLQiMzdqIWn3pgFfkK,Qurvii Desi,105-D,,Kaftan,Navy,Silk,Navy french crepe  silk kaftan with Brocade Yoke,Navy Silk Relaxed Fit Kaftan with Asymmetric Hemline,French Crepe Silk,In store and available,3,60,Brocade,In store and available,0.5,600,,,,,Fusing,In store and available,0.4,15,,,,,,,,,,3,"Solid, Floral",Festival,V Neck,"Lace, Frills, Bows and Ruffles, New Basics",Relaxed Fit,Collarless,Not Applicable,Blue,Dark,,Fall,Asymmetric,Opaque,Without,Dry Clean Only,Not Applicable,36,35,46,38,28,14,,No,Kaftan,,,0,0,,0,,,,?480.00,?6.00,?150.00,,?45.00,7.57,100.00%,,,"3,399.00","1,996.00","1,999.00","3,396.00","1,399.00","3,996.00",999,?681.00,"5,395.00",,61,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1fi0KZJpSx1qBswjLQiMzdqIWn3pgFfkK
24003,https://drive.google.com/open?id=1fwD_bIMtynGQSQPWQogxr0fbG1UcsVTh,Qurvii Desi,101-D,,Kaftan,Red,Silk,Red Crepe Silk kaftan with Brocade Yoke,Red Silk Relaxed Fit Kaftan with Asymmetric Hemline,Vamika crepe ,In store and available,3,100,Brocade,In store and available,0.5,600,,,,,Fusing,In store and available,0.4,15,,,,,,,,,,3,"Solid, Floral",Festival,Not Applicable,"Lace, Frills, Bows and Ruffles, New Basics",Relaxed Fit,Collarless,Not Applicable,Red,Dark,,Fall,Asymmetric,Opaque,Without,Dry Clean Only,Not Applicable,36,35,39,38,28,14,,No,Kaftan,,,0,0,,0,,,,?600.00,?6.00,?150.00,,?45.00,8.9,100.00%,,,"3,999.00","2,396.00","2,399.00","3,996.00","1,599.00","4,796.00","1,199.00",?801.00,"6,395.00",,72,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1fwD_bIMtynGQSQPWQogxr0fbG1UcsVTh
24002,https://drive.google.com/open?id=11ktGXLxKFXDv9Zt55yozXO6_5YCC2vRG,Qurvii Desi,101-D,,Kaftan,Red,Silk,Red Crepe Silk kaftan with Brocade Yoke,Red Silk Relaxed Fit Kaftan with Asymmetric Hemline,Vamika crepe ,In store and available,3,100,Brocade,In store and available,0.5,1000,,,,,Fusing,In store and available,0.4,15,,,,,,,,,,3,"Solid, Floral",Festival,Not Applicable,"Lace, Frills, Bows and Ruffles, New Basics",Relaxed Fit,Collarless,Not Applicable,Black,Dark,,Fall,Asymmetric,Opaque,Without,Dry Clean Only,Not Applicable,36,35,39,38,28,14,,No,Kaftan,,,0,0,,,,,,?800.00,?6.00,?150.00,,?45.00,11.12,100.00%,,,"4,999.00","2,996.00","2,999.00","4,996.00","1,999.00","5,996.00","1,499.00","?1,001.00","7,995.00",,89,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=11ktGXLxKFXDv9Zt55yozXO6_5YCC2vRG
24001,https://drive.google.com/open?id=1iMik-6Ie8A7QptoOGGlAyFzCD9rfoxW6,Qurvii Desi,105-D,,Kaftan,Red,Silk,Red crepe silk v-neck kaftan with Brocade yoke,Red Silk Relaxed Fit Kaftan with Asymmetric Hemline,Vamika crepe ,In store and available,3,100,Brocade,In store and available,0.5,1000,,,,,Fusing,In store and available,0.4,10,,,,,,,,,,3,"Solid, Floral","Festival, Party",V Neck,"Floral, Lace, Frills, Bows and Ruffles, New Basics",Relaxed Fit,Collarless,Not Applicable,Red,Dark,,Fall,Asymmetric,Opaque,Without,Dry Clean Only,Not Applicable,36,35,46,38,28,14,,No,Kaftan,,,0,0,,0,,,,?800.00,?4.00,?150.00,,?45.00,11.1,100.00%,,,"4,999.00","2,996.00","2,999.00","4,996.00","1,999.00","5,996.00","1,499.00",?999.00,"7,995.00",,89,,TRUE,FALSE,FALSE,TRUE,https://drive.google.com/uc?export=view&id=1iMik-6Ie8A7QptoOGGlAyFzCD9rfoxW6
24000,https://drive.google.com/open?id=1d5Vko_3UicqFr2LUMdGmBi0k9eLXENc-,Qurvii Desi,103-D,,Kaftan,Royal Blue,Silk,Royal blue silk  kaftan with brocade yoke,Royal Blue Silk Relaxed Fit Kaftan with Asymmetric Hemline,Burfi Silk ,In store and available,3,95,Brocade,In store and available,0.5,800,,,,,Fusing,In store and available,0.4,10,,,,,,,,,,3,Solid,"Festival, Party",Round Neck,"Lace, Frills, Bows and Ruffles, New Basics",Relaxed Fit,Collarless,Not Applicable,Royal Blue,Dark,,Fall,Asymmetric,Opaque,Without,Dry Clean Only,Not Applicable,36,35,46,38,28,14,,No,Kaftan,,,0,0,,,,,,?685.00,?4.00,?150.00,,?45.00,9.82,100.00%,,,"4,399.00","2,696.00","2,699.00","4,396.00","1,799.00","5,296.00","1,299.00",?884.00,"7,095.00",,79,,FALSE,FALSE,,,https://drive.google.com/uc?export=view&id=1d5Vko_3UicqFr2LUMdGmBi0k9eLXENc-
18069,https://drive.google.com/open?id=107fVFpCJIwFLj4AmOFrQk45kjnPRvhUz,Qurvii,519,,Dress,Rust,Georgette,Rust floral print dress with a faux wrap-around dress.,Rust Georgette Slim Fit Dress with Flared Hemline and With Lining,Georgette ,In store and available,3.5,40,Lining ,In store and available,2,40,,,,,Zips,In store and available,1,10,,,,,,,,,,3,Floral,"Casual, Daily, Beach, Smart Casual, Active",V Neck,"Lace, Frills, Bows and Ruffles, New Basics",Slim Fit,Collarless,Bell Sleeve,Beige,Light,Half,"Summer, Spring",Flared,Opaque,With,Machine Wash,Concealed Zip,36,35,50,38,28,14,12,No,Fit & Flare,,,0,0,,0,,,,?220.00,?10.00,?150.00,,?45.00,4.72,100.00%,,,"2,099.00","1,296.00","1,299.00","2,096.00",899,"2,496.00",599,?425.00,"3,395.00",,38,,TRUE,TRUE,,,https://drive.google.com/uc?export=view&id=107fVFpCJIwFLj4AmOFrQk45kjnPRvhUz
